Der Mandant wird aus der Auswahlliste entfernt und seine Menükonfiguration gelöscht. Die Fachdaten der Anwendung (Zeiterfassung, Rechnungen, ...) bleiben bestehen und müssen separat bereinigt werden. Fortfahren?;it;Il mandante viene rimosso dall'elenco di selezione e la sua configurazione dei menu viene eliminata. I dati applicativi (registrazione delle ore, fatture, ...) restano e devono essere ripuliti separatamente. Continuare?
Benutzer und Mandate-Zuordnung;en;Users and Tenant Assignment
Benutzer und Mandate-Zuordnung;fr;Utilisateurs et attribution des mandants
Benutzer und Mandate-Zuordnung;it;Utenti e assegnazione dei mandanti
Keine Benutzer vorhanden;en;No users available
Keine Benutzer vorhanden;fr;Aucun utilisateur disponible
Keine Benutzer vorhanden;it;Nessun utente disponibile
Filter zurücksetzen;en;Reset filter
Filter zurücksetzen;fr;Réinitialiser le filtre
Filter zurücksetzen;it;Reimposta il filtro
Sie;en;You
Sie;fr;Vous
Sie;it;Lei
Kein Mandat;en;No tenant
Kein Mandat;fr;Aucun mandant
Kein Mandat;it;Nessun mandante
Hinweis;en;Note
Hinweis;fr;Remarque
Hinweis;it;Nota
Ändern Sie das Mandat eines Benutzers, indem Sie es in der Dropdown-Liste auswählen. Die Änderung wird automatisch gespeichert.;en;Change a user's tenant by selecting it in the dropdown list. The change is saved automatically.
Ändern Sie das Mandat eines Benutzers, indem Sie es in der Dropdown-Liste auswählen. Die Änderung wird automatisch gespeichert.;fr;Modifiez le mandant d'un utilisateur en le sélectionnant dans la liste déroulante. La modification est enregistrée automatiquement.
Ändern Sie das Mandat eines Benutzers, indem Sie es in der Dropdown-Liste auswählen. Die Änderung wird automatisch gespeichert.;it;Modifichi il mandante di un utente selezionandolo nell'elenco a discesa. La modifica viene salvata automaticamente.
Benutzer ohne zugewiesenes Mandat erhalten automatisch das default Mandat.;en;Users without an assigned tenant automatically receive the default tenant.
Benutzer ohne zugewiesenes Mandat erhalten automatisch das default Mandat.;fr;Les utilisateurs sans mandant attribué reçoivent automatiquement le mandant par défaut.
Benutzer ohne zugewiesenes Mandat erhalten automatisch das default Mandat.;it;Gli utenti senza mandante assegnato ricevono automaticamente il mandante predefinito.
#
# --- performance.xhtml
Neu laden;en;Reload
Neu laden;fr;Recharger
Neu laden;it;Ricarica
Methode;en;Method
Methode;fr;Méthode
Methode;it;Metodo
Durchschnitt;en;Average
Durchschnitt;fr;Moyenne
Durchschnitt;it;Media
Letzter Aufruf;en;Last Call
Letzter Aufruf;fr;Dernier appel
Letzter Aufruf;it;Ultima chiamata
#
# --- myuser.xhtml
Benutzerinformationen;en;User Information
Benutzerinformationen;fr;Informations sur l'utilisateur
Benutzerinformationen;it;Informazioni sull'utente
Basis Informationen;en;Basic Information
Basis Informationen;fr;Informations de base
Basis Informationen;it;Informazioni di base
Passwort ändern;en;Change Password
Passwort ändern;fr;Changer le mot de passe
Passwort ändern;it;Cambia la password
Aktuelles Passwort;en;Current Password
Aktuelles Passwort;fr;Mot de passe actuel
Aktuelles Passwort;it;Password attuale
Neues Passwort;en;New Password
Neues Passwort;fr;Nouveau mot de passe
Neues Passwort;it;Nuova password
Passwort bestätigen;en;Confirm Password
Passwort bestätigen;fr;Confirmer le mot de passe
Passwort bestätigen;it;Conferma la password
Aktiviert;en;Enabled
Aktiviert;fr;Activé
Aktiviert;it;Attivato
Nicht aktiviert;en;Not enabled
Nicht aktiviert;fr;Non activé
Nicht aktiviert;it;Non attivato
Schützen Sie Ihr Konto mit einem zweiten Faktor (Authenticator-App wie Google Authenticator, Aegis, 1Password).;en;Protect your account with a second factor (authenticator app such as Google Authenticator, Aegis, 1Password).
Schützen Sie Ihr Konto mit einem zweiten Faktor (Authenticator-App wie Google Authenticator, Aegis, 1Password).;fr;Protégez votre compte avec un deuxième facteur (application d'authentification telle que Google Authenticator, Aegis, 1Password).
Schützen Sie Ihr Konto mit einem zweiten Faktor (Authenticator-App wie Google Authenticator, Aegis, 1Password).;it;Protegga il suo account con un secondo fattore (app di autenticazione come Google Authenticator, Aegis, 1Password).
Einrichten;en;Set up
Einrichten;fr;Configurer
Einrichten;it;Configura
QR-Code scannen;en;Scan QR code
QR-Code scannen;fr;Scanner le code QR
QR-Code scannen;it;Scansiona il codice QR
Oder Schlüssel manuell eingeben;en;Or enter the key manually
Oder Schlüssel manuell eingeben;fr;Ou saisir la clé manuellement
Oder Schlüssel manuell eingeben;it;Oppure inserisca la chiave manualmente
Bestätigungscode;en;Confirmation Code
Bestätigungscode;fr;Code de confirmation
Bestätigungscode;it;Codice di conferma
Aktivieren;en;Enable
Aktivieren;fr;Activer
Aktivieren;it;Attiva
Bewahren Sie diese Recovery-Codes sicher auf. Jeder Code funktioniert genau einmal, falls Sie keinen Zugriff auf Ihre App haben. Sie werden nur JETZT angezeigt.;en;Keep these recovery codes in a safe place. Each code works exactly once in case you have no access to your app. They are shown only NOW.
Bewahren Sie diese Recovery-Codes sicher auf. Jeder Code funktioniert genau einmal, falls Sie keinen Zugriff auf Ihre App haben. Sie werden nur JETZT angezeigt.;fr;Conservez ces codes de récupération en lieu sûr. Chaque code fonctionne exactement une fois, si vous n'avez pas accès à votre application. Ils ne sont affichés que MAINTENANT.
Bewahren Sie diese Recovery-Codes sicher auf. Jeder Code funktioniert genau einmal, falls Sie keinen Zugriff auf Ihre App haben. Sie werden nur JETZT angezeigt.;it;Conservi questi codici di recupero in un luogo sicuro. Ogni codice funziona esattamente una volta, nel caso non abbia accesso alla sua app. Vengono mostrati solo ADESSO.
Passwort zur Bestätigung;en;Password for confirmation
Passwort zur Bestätigung;fr;Mot de passe pour confirmation
Passwort zur Bestätigung;it;Password di conferma
Zwei-Faktor deaktivieren;en;Disable two-factor
Zwei-Faktor deaktivieren;fr;Désactiver l'authentification à deux facteurs
Zwei-Faktor deaktivieren;it;Disattiva l'autenticazione a due fattori
Account Status;en;Account Status
Account Status;fr;État du compte
Account Status;it;Stato dell'account
Authentifiziert;en;Authenticated
Authentifiziert;fr;Authentifié
Authentifiziert;it;Autenticato
Account aktiv;en;Account active
Account aktiv;fr;Compte actif
Account aktiv;it;Account attivo
Account nicht abgelaufen;en;Account not expired
Account nicht abgelaufen;fr;Compte non expiré
Account nicht abgelaufen;it;Account non scaduto
Account nicht gesperrt;en;Account not locked
Account nicht gesperrt;fr;Compte non verrouillé
Account nicht gesperrt;it;Account non bloccato
Passwort nicht abgelaufen;en;Password not expired
Passwort nicht abgelaufen;fr;Mot de passe non expiré
Passwort nicht abgelaufen;it;Password non scaduta
Zugewiesene Rollen;en;Assigned Roles
Zugewiesene Rollen;fr;Rôles attribués
Zugewiesene Rollen;it;Ruoli assegnati
Keine Rollen zugewiesen;en;No roles assigned
Keine Rollen zugewiesen;fr;Aucun rôle attribué
Keine Rollen zugewiesen;it;Nessun ruolo assegnato
Weitere Eigenschaften;en;Additional Properties
Weitere Eigenschaften;fr;Autres propriétés
Weitere Eigenschaften;it;Altre proprietà
Keine weiteren Eigenschaften;en;No additional properties
Keine weiteren Eigenschaften;fr;Aucune autre propriété
Keine weiteren Eigenschaften;it;Nessuna altra proprietà
Magic-Link;en;Magic Link
Magic-Link;fr;Magic-Link
Magic-Link;it;Magic-Link
Magic-Link an meine Adresse senden;en;Send magic link to my address
Magic-Link an meine Adresse senden;fr;Envoyer le Magic-Link à mon adresse
Magic-Link an meine Adresse senden;it;Invia il Magic-Link al mio indirizzo
Wir senden dir einen einmaligen Anmelde-Link an deine E-Mail-Adresse.;en;We will send a one-time login link to your e-mail address.
Wir senden dir einen einmaligen Anmelde-Link an deine E-Mail-Adresse.;fr;Nous vous envoyons un lien de connexion à usage unique à votre adresse e-mail.
Wir senden dir einen einmaligen Anmelde-Link an deine E-Mail-Adresse.;it;Le inviamo un link di accesso monouso al suo indirizzo e-mail.
#
# --- topbar.xhtml
Suchen… (⌘K);en;Search… (⌘K)
Suchen… (⌘K);fr;Rechercher… (⌘K)
Suchen… (⌘K);it;Cerca… (⌘K)
Keine Treffer;en;No results
Keine Treffer;fr;Aucun résultat
Keine Treffer;it;Nessun risultato
Tippen zum Suchen;en;Type to search
Tippen zum Suchen;fr;Taper pour rechercher
Tippen zum Suchen;it;Digiti per cercare
Suchergebnisse;en;Search Results
Suchergebnisse;fr;Résultats de la recherche
Suchergebnisse;it;Risultati della ricerca
#
# --- settings.xhtml
Settings;en;Settings
Settings;fr;Paramètres
Settings;it;Impostazioni
Suchen...;en;Search...
Suchen...;fr;Rechercher...
Suchen...;it;Cerca...
Neue Einstellung;en;New Setting
Neue Einstellung;fr;Nouveau paramètre
Neue Einstellung;it;Nuova impostazione
Einstellung wirklich löschen?;en;Really delete this setting?
Einstellung wirklich löschen?;fr;Supprimer vraiment ce paramètre?
Einstellung wirklich löschen?;it;Eliminare davvero questa impostazione?
Schlüssel;en;Key
Schlüssel;fr;Clé
Schlüssel;it;Chiave
Wert;en;Value
Wert;fr;Valeur
Wert;it;Valore
Ebene;en;Level
Ebene;fr;Niveau
Ebene;it;Livello
Einstellung Details;en;Setting Details
Einstellung Details;fr;Détails du paramètre
Einstellung Details;it;Dettagli dell'impostazione
Ganze Zahl eingeben;en;Enter an integer
Ganze Zahl eingeben;fr;Saisir un nombre entier
Ganze Zahl eingeben;it;Inserisca un numero intero
#
# --- setup.xhtml
Login;en;Login
Login;fr;Connexion
Login;it;Accesso
Root-Benutzer aktivieren;en;Enable root user
Root-Benutzer aktivieren;fr;Activer l'utilisateur root
Root-Benutzer aktivieren;it;Attiva l'utente root
Passwort-Verwaltung aktivieren;en;Enable password management
Passwort-Verwaltung aktivieren;fr;Activer la gestion des mots de passe
Passwort-Verwaltung aktivieren;it;Attiva la gestione delle password
Zwei-Faktor (TOTP) aktivieren;en;Enable two-factor (TOTP)
Zwei-Faktor (TOTP) aktivieren;fr;Activer l'authentification à deux facteurs (TOTP)
Zwei-Faktor (TOTP) aktivieren;it;Attiva l'autenticazione a due fattori (TOTP)
Automatischer OIDC-Redirect;en;Automatic OIDC redirect
Automatischer OIDC-Redirect;fr;Redirection OIDC automatique
Automatischer OIDC-Redirect;it;Reindirizzamento OIDC automatico
OIDC-Provider;en;OIDC Provider
OIDC-Provider;fr;Fournisseur OIDC
OIDC-Provider;it;Provider OIDC
Auswählen;en;Select
Auswählen;fr;Sélectionner
Auswählen;it;Seleziona
Selbst-Registrierung erlauben;en;Allow self-registration
Selbst-Registrierung erlauben;fr;Autoriser l'auto-inscription
Selbst-Registrierung erlauben;it;Consenti l'autoregistrazione
Passwort-Reset per Link;en;Password reset via link
Passwort-Reset per Link;fr;Réinitialisation du mot de passe par lien
Passwort-Reset per Link;it;Reimpostazione della password tramite link
Login-Link (Magic-Link);en;Login link (magic link)
Login-Link (Magic-Link);fr;Lien de connexion (Magic-Link)
Login-Link (Magic-Link);it;Link di accesso (Magic-Link)
System-Mailkonto (Auth-Mails);en;System mail account (auth e-mails)
System-Mailkonto (Auth-Mails);fr;Compte e-mail système (e-mails d'authentification)
System-Mailkonto (Auth-Mails);it;Account e-mail di sistema (e-mail di autenticazione)
Root-Benutzer: Wenn deaktiviert, wird der Benutzer root@root.root sofort gelöscht. Beim Aktivieren wird er neu erstellt (Passwort: root).;en;Root user: if disabled, the user root@root.root is deleted immediately. When enabled, it is recreated (password: root).
Root-Benutzer: Wenn deaktiviert, wird der Benutzer root@root.root sofort gelöscht. Beim Aktivieren wird er neu erstellt (Passwort: root).;fr;Utilisateur root: s'il est désactivé, l'utilisateur root@root.root est supprimé immédiatement. À l'activation, il est recréé (mot de passe: root).
Root-Benutzer: Wenn deaktiviert, wird der Benutzer root@root.root sofort gelöscht. Beim Aktivieren wird er neu erstellt (Passwort: root).;it;Utente root: se disattivato, l'utente root@root.root viene eliminato immediatamente. All'attivazione viene ricreato (password: root).
Auto-Login Link: Wenn deaktiviert, funktionieren bestehende Login-Links nicht mehr und die Option verschwindet aus den Benutzereinstellungen.;en;Auto-login link: if disabled, existing login links no longer work and the option disappears from the user settings.
Auto-Login Link: Wenn deaktiviert, funktionieren bestehende Login-Links nicht mehr und die Option verschwindet aus den Benutzereinstellungen.;fr;Lien de connexion automatique: s'il est désactivé, les liens de connexion existants ne fonctionnent plus et l'option disparaît des paramètres utilisateur.
Auto-Login Link: Wenn deaktiviert, funktionieren bestehende Login-Links nicht mehr und die Option verschwindet aus den Benutzereinstellungen.;it;Link di accesso automatico: se disattivato, i link di accesso esistenti non funzionano più e l'opzione scompare dalle impostazioni utente.
OIDC-Redirect: Wenn aktiviert, werden Benutzer beim Login automatisch zum ausgewählten OIDC-Provider weitergeleitet.;en;OIDC redirect: if enabled, users are automatically redirected to the selected OIDC provider at login.
OIDC-Redirect: Wenn aktiviert, werden Benutzer beim Login automatisch zum ausgewählten OIDC-Provider weitergeleitet.;fr;Redirection OIDC: si elle est activée, les utilisateurs sont automatiquement redirigés vers le fournisseur OIDC sélectionné lors de la connexion.
OIDC-Redirect: Wenn aktiviert, werden Benutzer beim Login automatisch zum ausgewählten OIDC-Provider weitergeleitet.;it;Reindirizzamento OIDC: se attivato, all'accesso gli utenti vengono reindirizzati automaticamente al provider OIDC selezionato.
Zwei-Faktor (TOTP): Betrifft NUR lokale Passwort-Benutzer. OIDC-only-Benutzer (passwordless) sind nie betroffen. Nach dem Aktivieren richtet jeder Benutzer den zweiten Faktor selbst im Profil („Mein Konto“) ein.;en;Two-factor (TOTP): affects ONLY local password users. OIDC-only users (passwordless) are never affected. After enabling, each user sets up the second factor in their own profile („My Account“).
Zwei-Faktor (TOTP): Betrifft NUR lokale Passwort-Benutzer. OIDC-only-Benutzer (passwordless) sind nie betroffen. Nach dem Aktivieren richtet jeder Benutzer den zweiten Faktor selbst im Profil („Mein Konto“) ein.;fr;Authentification à deux facteurs (TOTP): ne concerne QUE les utilisateurs avec mot de passe local. Les utilisateurs OIDC uniquement (sans mot de passe) ne sont jamais concernés. Après l'activation, chaque utilisateur configure lui-même le deuxième facteur dans son profil («Mon compte»).
Zwei-Faktor (TOTP): Betrifft NUR lokale Passwort-Benutzer. OIDC-only-Benutzer (passwordless) sind nie betroffen. Nach dem Aktivieren richtet jeder Benutzer den zweiten Faktor selbst im Profil („Mein Konto“) ein.;it;Autenticazione a due fattori (TOTP): riguarda SOLO gli utenti con password locale. Gli utenti solo OIDC (senza password) non sono mai interessati. Dopo l'attivazione ogni utente configura autonomamente il secondo fattore nel proprio profilo («Il mio account»).
Selbst-Registrierung: Erlaubt Anonymen das Anlegen eines Kontos via E-Mail-Verifikation auf /register.;en;Self-registration: allows anonymous visitors to create an account via e-mail verification on /register.
Selbst-Registrierung: Erlaubt Anonymen das Anlegen eines Kontos via E-Mail-Verifikation auf /register.;fr;Auto-inscription: permet aux visiteurs anonymes de créer un compte par vérification d'e-mail sur /register.
Selbst-Registrierung: Erlaubt Anonymen das Anlegen eines Kontos via E-Mail-Verifikation auf /register.;it;Autoregistrazione: consente agli utenti anonimi di creare un account tramite verifica dell'e-mail su /register.
Passwort-Reset per Link: Erlaubt Benutzern, ihr Passwort über einen einmaligen E-Mail-Link auf /password-reset zurückzusetzen.;en;Password reset via link: allows users to reset their password via a one-time e-mail link on /password-reset.
Passwort-Reset per Link: Erlaubt Benutzern, ihr Passwort über einen einmaligen E-Mail-Link auf /password-reset zurückzusetzen.;fr;Réinitialisation du mot de passe par lien: permet aux utilisateurs de réinitialiser leur mot de passe via un lien e-mail à usage unique sur /password-reset.
Passwort-Reset per Link: Erlaubt Benutzern, ihr Passwort über einen einmaligen E-Mail-Link auf /password-reset zurückzusetzen.;it;Reimpostazione della password tramite link: consente agli utenti di reimpostare la propria password tramite un link e-mail monouso su /password-reset.
System-Mailkonto: Über dieses GLOBAL-Konto (Sichtbarkeit „Global – System“ in der Mailbox) werden Auth-Mails (Passwort-Reset, Login-Link, Registrierung) versendet. Ohne Konto werden keine Auth-Mails verschickt.;en;System mail account: auth e-mails (password reset, login link, registration) are sent via this GLOBAL account (visibility „Global – System“ in the mailbox). Without an account, no auth e-mails are sent.
System-Mailkonto: Über dieses GLOBAL-Konto (Sichtbarkeit „Global – System“ in der Mailbox) werden Auth-Mails (Passwort-Reset, Login-Link, Registrierung) versendet. Ohne Konto werden keine Auth-Mails verschickt.;fr;Compte e-mail système: les e-mails d'authentification (réinitialisation du mot de passe, lien de connexion, inscription) sont envoyés via ce compte GLOBAL (visibilité «Global – Système» dans la boîte aux lettres). Sans compte, aucun e-mail d'authentification n'est envoyé.
System-Mailkonto: Über dieses GLOBAL-Konto (Sichtbarkeit „Global – System“ in der Mailbox) werden Auth-Mails (Passwort-Reset, Login-Link, Registrierung) versendet. Ohne Konto werden keine Auth-Mails verschickt.;it;Account e-mail di sistema: le e-mail di autenticazione (reimpostazione della password, link di accesso, registrazione) vengono inviate tramite questo account GLOBAL (visibilità «Global – Sistema» nella casella di posta). Senza account non viene inviata alcuna e-mail di autenticazione.
Achtung: Es ist kein GLOBAL-Systemmailkonto vorhanden. Lege in der Mailbox ein Konto mit Sichtbarkeit „Global – System“ an, damit hier eine Auswahl möglich ist und Auth-Mails versendet werden können.;en;Attention: there is no GLOBAL system mail account. Create an account with visibility „Global – System“ in the mailbox so that a selection is possible here and auth e-mails can be sent.
Achtung: Es ist kein GLOBAL-Systemmailkonto vorhanden. Lege in der Mailbox ein Konto mit Sichtbarkeit „Global – System“ an, damit hier eine Auswahl möglich ist und Auth-Mails versendet werden können.;fr;Attention: aucun compte e-mail système GLOBAL n'est disponible. Créez dans la boîte aux lettres un compte avec la visibilité «Global – Système», afin qu'une sélection soit possible ici et que les e-mails d'authentification puissent être envoyés.
Achtung: Es ist kein GLOBAL-Systemmailkonto vorhanden. Lege in der Mailbox ein Konto mit Sichtbarkeit „Global – System“ an, damit hier eine Auswahl möglich ist und Auth-Mails versendet werden können.;it;Attenzione: non è disponibile alcun account e-mail di sistema GLOBAL. Crei nella casella di posta un account con visibilità «Global – Sistema», affinché qui sia possibile una selezione e le e-mail di autenticazione possano essere inviate.
Sitzungen;en;Sessions
Sitzungen;fr;Sessions
Sitzungen;it;Sessioni
Sitzungs-Informationen aufzeichnen;en;Record session information
Sitzungs-Informationen aufzeichnen;fr;Enregistrer les informations de session
Sitzungs-Informationen aufzeichnen;it;Registra le informazioni di sessione
Aufgezeichnet werden je Sitzung: Benutzer, Mandant, Sitzungs-Id, Browserkennung (User-Agent), Anmeldezeit und letzte Aktivität — keine Inhalte und keine Klickpfade.;en;Recorded per session: user, tenant, session ID, browser identification (user agent), login time and last activity — no contents and no click paths.
Aufgezeichnet werden je Sitzung: Benutzer, Mandant, Sitzungs-Id, Browserkennung (User-Agent), Anmeldezeit und letzte Aktivität — keine Inhalte und keine Klickpfade.;fr;Sont enregistrés par session: utilisateur, mandant, id de session, identification du navigateur (user agent), heure de connexion et dernière activité — aucun contenu et aucun parcours de clics.
Aufgezeichnet werden je Sitzung: Benutzer, Mandant, Sitzungs-Id, Browserkennung (User-Agent), Anmeldezeit und letzte Aktivität — keine Inhalte und keine Klickpfade.;it;Per ogni sessione vengono registrati: utente, mandante, id di sessione, identificazione del browser (user agent), ora di accesso e ultima attività — nessun contenuto e nessun percorso di clic.
Wenn deaktiviert, bleibt die Sitzungsübersicht (Root → Sitzungen) leer, weil keine neuen Einträge mehr entstehen. Bereits aufgezeichnete Sitzungen bleiben erhalten und werden nicht gelöscht. Das Beenden einer laufenden Sitzung funktioniert weiterhin. Die Umstellung wirkt sofort, ohne Neustart.;en;If disabled, the session overview (Root → Sessions) stays empty because no new entries are created. Sessions already recorded are kept and not deleted. Ending a running session still works. The change takes effect immediately, without restart.
Wenn deaktiviert, bleibt die Sitzungsübersicht (Root → Sitzungen) leer, weil keine neuen Einträge mehr entstehen. Bereits aufgezeichnete Sitzungen bleiben erhalten und werden nicht gelöscht. Das Beenden einer laufenden Sitzung funktioniert weiterhin. Die Umstellung wirkt sofort, ohne Neustart.;fr;S'il est désactivé, l'aperçu des sessions (Root → Sessions) reste vide, car plus aucune nouvelle entrée n'est créée. Les sessions déjà enregistrées sont conservées et ne sont pas supprimées. La fermeture d'une session en cours continue de fonctionner. Le changement prend effet immédiatement, sans redémarrage.
Wenn deaktiviert, bleibt die Sitzungsübersicht (Root → Sitzungen) leer, weil keine neuen Einträge mehr entstehen. Bereits aufgezeichnete Sitzungen bleiben erhalten und werden nicht gelöscht. Das Beenden einer laufenden Sitzung funktioniert weiterhin. Die Umstellung wirkt sofort, ohne Neustart.;it;Se disattivato, la panoramica delle sessioni (Root → Sessioni) resta vuota, perché non vengono più create nuove voci. Le sessioni già registrate vengono conservate e non eliminate. La chiusura di una sessione in corso continua a funzionare. La modifica ha effetto immediato, senza riavvio.
Logo (Light Mode);en;Logo (light mode)
Logo (Light Mode);fr;Logo (mode clair)
Logo (Light Mode);it;Logo (modalità chiara)
Breite;en;Width
Breite;fr;Largeur
Breite;it;Larghezza
Höhe;en;Height
Höhe;fr;Hauteur
Höhe;it;Altezza
Dimensionen speichern;en;Save dimensions
Dimensionen speichern;fr;Enregistrer les dimensions
Dimensionen speichern;it;Salva le dimensioni
Logo entfernen;en;Remove logo
Logo entfernen;fr;Supprimer le logo
Logo entfernen;it;Rimuovi il logo
Vorschau;en;Preview
Vorschau;fr;Aperçu
Vorschau;it;Anteprima
Kein Light-Logo hochgeladen;en;No light logo uploaded
Kein Light-Logo hochgeladen;fr;Aucun logo clair téléversé
Kein Light-Logo hochgeladen;it;Nessun logo chiaro caricato
Logo (Dark Mode);en;Logo (dark mode)
Logo (Dark Mode);fr;Logo (mode sombre)
Logo (Dark Mode);it;Logo (modalità scura)
Kein Dark-Logo hochgeladen;en;No dark logo uploaded
Kein Dark-Logo hochgeladen;fr;Aucun logo sombre téléversé
Kein Dark-Logo hochgeladen;it;Nessun logo scuro caricato
Sprachwechsel (Topbar);en;Language switch (top bar)
Sprachwechsel (Topbar);fr;Changement de langue (barre supérieure)
Sprachwechsel (Topbar);it;Cambio lingua (barra superiore)
Sprachwechsel anzeigen;en;Show language switch
Sprachwechsel anzeigen;fr;Afficher le changement de langue
Sprachwechsel anzeigen;it;Mostra il cambio lingua
Icon;en;Icon
Icon;fr;Icône
Icon;it;Icona
Sprache wechseln;en;Switch language
Sprache wechseln;fr;Changer de langue
Sprache wechseln;it;Cambia lingua
Footer;en;Footer
Footer;fr;Pied de page
Footer;it;Piè di pagina
Footer-Text;en;Footer text
Footer-Text;fr;Texte du pied de page
Footer-Text;it;Testo del piè di pagina
Version anzeigen;en;Show version
Version anzeigen;fr;Afficher la version
Version anzeigen;it;Mostra la versione
Root-Version anzeigen;en;Show root version
Root-Version anzeigen;fr;Afficher la version root
Root-Version anzeigen;it;Mostra la versione root
Build-Zeitpunkt anzeigen;en;Show build time
Build-Zeitpunkt anzeigen;fr;Afficher la date de compilation
Build-Zeitpunkt anzeigen;it;Mostra la data di compilazione
Footer speichern;en;Save footer
Footer speichern;fr;Enregistrer le pied de page
Footer speichern;it;Salva il piè di pagina
#
# --- cron.xhtml
Bitte warten...;en;Please wait...
Bitte warten...;fr;Veuillez patienter...
Bitte warten...;it;Attenda...
Cron Jobs Liste;en;Cron Job List
Cron Jobs Liste;fr;Liste des tâches cron
Cron Jobs Liste;it;Elenco dei cron job
Ausführung;en;Execution
Ausführung;fr;Exécution
Ausführung;it;Esecuzione
Letzter Lauf;en;Last Run
Letzter Lauf;fr;Dernière exécution
Letzter Lauf;it;Ultima esecuzione
Zähler;en;Counter
Zähler;fr;Compteur
Zähler;it;Contatore
Letzte Dauer;en;Last Duration
Letzte Dauer;fr;Dernière durée
Letzte Dauer;it;Ultima durata
Nächster Lauf;en;Next Run
Nächster Lauf;fr;Prochaine exécution
Nächster Lauf;it;Prossima esecuzione
Ausführungszeit anpassen;en;Adjust execution time
Ausführungszeit anpassen;fr;Modifier l'heure d'exécution
Ausführungszeit anpassen;it;Modifica l'orario di esecuzione
Cron Ausdruck;en;Cron Expression
Cron Ausdruck;fr;Expression cron
Cron Ausdruck;it;Espressione cron
Hilfe;en;Help
Hilfe;fr;Aide
Hilfe;it;Aiuto
Schliessen;en;Close
Schliessen;fr;Fermer
Schliessen;it;Chiudi
#
# --- i18n-translations.xhtml
Übersetzungen;en;Translations
Übersetzungen;fr;Traductions
Übersetzungen;it;Traduzioni
Neue Übersetzung;en;New Translation
Neue Übersetzung;fr;Nouvelle traduction
Neue Übersetzung;it;Nuova traduzione
Übersetzung wirklich löschen?;en;Really delete this translation?
Übersetzung wirklich löschen?;fr;Supprimer vraiment cette traduction?
Übersetzung wirklich löschen?;it;Eliminare davvero questa traduzione?
Cache leeren;en;Clear cache
Cache leeren;fr;Vider le cache
Cache leeren;it;Svuota la cache
Sprache;en;Language
Sprache;fr;Langue
Sprache;it;Lingua
Übersetzung;en;Translation
Übersetzung;fr;Traduction
Übersetzung;it;Traduzione
#
# --- rootentities.xhtml
Datenverwaltung;en;Data Management
Datenverwaltung;fr;Gestion des données
Datenverwaltung;it;Gestione dei dati
#
# --- entityverwaltung.xhtml
Entitätstyp auswählen;en;Select entity type
Entitätstyp auswählen;fr;Sélectionner le type d'entité
Entitätstyp auswählen;it;Seleziona il tipo di entità
Keine Daten gefunden;en;No data found
Keine Daten gefunden;fr;Aucune donnée trouvée
Keine Daten gefunden;it;Nessun dato trovato
Daten importieren;en;Import data
Daten importieren;fr;Importer des données
Daten importieren;it;Importa i dati
Warnung;en;Warning
Warnung;fr;Avertissement
Warnung;it;Avviso
Beim Import werden bestehende Daten überschrieben, wenn dieselbe ID vorhanden ist.;en;On import, existing data is overwritten if the same ID exists.
Beim Import werden bestehende Daten überschrieben, wenn dieselbe ID vorhanden ist.;fr;Lors de l'import, les données existantes sont écrasées si le même ID est présent.
Beim Import werden bestehende Daten überschrieben, wenn dieselbe ID vorhanden ist.;it;All'importazione i dati esistenti vengono sovrascritti se è presente lo stesso ID.
Importieren;en;Import
Importieren;fr;Importer
Importieren;it;Importa
#
# --- Menuetitel aus den @MenuAnnotation-Klassen (PrimefacesMenuItem/PrimefacesSubmenu uebersetzen
# den title ueber I18nProvider.translate; ohne Zeile hier stuende im Menue ein X_-Platzhalter).
# Diese Titel stehen in keinem XHTML, PlaintextI18nSeedTest meldet sie deshalb als "ohne
# Verwendung" — das ist erwartet und kein Fehler.
Home;en;Home
Home;fr;Accueil
Home;it;Home
Admin;en;Admin
Admin;fr;Admin
Admin;it;Admin
Root;en;Root
Root;fr;Root
Root;it;Root
Anleitung Modul-Rollen;en;Module Roles Guide
Anleitung Modul-Rollen;fr;Guide des rôles de module
Anleitung Modul-Rollen;it;Guida ai ruoli dei moduli
API Token;en;API Token
API Token;fr;Jeton API
API Token;it;Token API
API Tokens;en;API Tokens
API Tokens;fr;Jetons API
API Tokens;it;Token API
API Tokens (Root);en;API Tokens (Root)
API Tokens (Root);fr;Jetons API (Root)
API Tokens (Root);it;Token API (Root)
Benachrichtigungen;en;Notifications
Benachrichtigungen;fr;Notifications
Benachrichtigungen;it;Notifiche
Cron;en;Cron
Cron;fr;Cron
Cron;it;Cron
Debug;en;Debug
Debug;fr;Débogage
Debug;it;Debug
Einstellungen;en;Settings
Einstellungen;fr;Paramètres
Einstellungen;it;Impostazioni
Flyway;en;Flyway
Flyway;fr;Flyway
Flyway;it;Flyway
Howtos;en;Howtos
Howtos;fr;Howtos
Howtos;it;Howtos
Liste;en;List
Liste;fr;Liste
Liste;it;Elenco
Mailtexte;en;Mail Texts
Mailtexte;fr;Textes d'e-mail
Mailtexte;it;Testi e-mail
Mandate;en;Tenants
Mandate;fr;Mandants
Mandate;it;Mandanti
Module;en;Modules
Module;fr;Modules
Module;it;Moduli
OIDC Login;en;OIDC Login
OIDC Login;fr;Connexion OIDC
OIDC Login;it;Accesso OIDC
Performance;en;Performance
Performance;fr;Performance
Performance;it;Prestazioni
